ds,yhat,lower_80,upper_80,lower_90,upper_90
1991-01-01,13.176600196693748,8.670097132169792,17.683103261217703,7.392621661397669,18.960578731989827
1991-01-02,13.314054875347857,6.940897122622163,19.687212628073553,5.134273986257272,21.493835764438444
1991-01-03,13.341972851376635,5.536480579156296,21.147465123596973,3.32382815835601,23.360117544397262
1991-01-04,13.353865915693584,4.340859786645671,22.3668720447415,1.7859088451014262,24.92182298628574
1991-01-05,13.321495948389241,3.2446487553025545,23.398343141475927,0.38812676306754135,26.254865133710943
1991-01-06,13.303384075086106,2.2647510427137174,24.342017107458496,-0.8644120195997083,27.47118016977192
1991-01-07,13.310465380989546,1.3873789897086937,25.2335517722704,-1.9925034119395058,28.6134341739186
1991-01-08,13.331306047543775,0.5849905420923864,26.07762155299516,-3.0282557306373956,29.690867825724943
1991-01-09,13.338950549951567,-0.1805586436203015,26.858459743523436,-4.012985055936669,30.690886155839806
1991-01-10,13.333632812679348,-0.9171811537451013,27.584446779103796,-4.956913296380868,31.624178921739563
1991-01-11,13.318280076888838,-1.6280997047238959,28.264659858501574,-5.865006520157651,32.50156667393533
1991-01-12,13.293624332648397,-2.3173602117922805,28.904608877089075,-6.742665053392853,33.329913718689646
1991-01-13,13.260404709636955,-2.988023162539772,29.50883258181368,-7.594026475556159,34.114835894830065
1991-01-14,13.291423694885054,-3.5703667850104104,30.15321417478052,-8.350242316647442,34.93308970641755
