ds,yhat,lower_80,upper_80,lower_90,upper_90
2025-04-11,93.51580073774862,87.76823053170371,99.26337094379353,86.13894506365118,100.89265641184606
2025-04-12,93.62704961940105,85.4987578833208,101.75534135548129,83.19460027742352,104.05949896137858
2025-04-13,93.69657740968393,83.74149379274502,103.65166102662283,80.9194885820444,106.47366623732346
2025-04-14,93.78854052066845,82.29340010857862,105.28368093275827,79.03482917247356,108.54225186886333
2025-04-15,93.88523766360079,81.03327997743189,106.73719534976969,77.39008691611387,110.38038841108771
2025-04-16,93.97668414354087,79.89806987790764,108.05529840917409,75.90715183584729,112.04621645123444
2025-04-17,94.06615465548862,78.8595132474095,109.27279606356774,74.54882908421104,113.5834802267662
2025-04-18,94.15388069744165,77.89729722528116,110.41046416960214,73.2889820134866,115.0187793813967
2025-04-19,94.23979562980006,76.9970850116653,111.48250624793481,72.10922860750773,116.37036265209238
2025-04-20,94.32389957547706,76.14848671265185,112.49931243830227,70.99623367499237,117.65156547596175
2025-04-21,94.41824093114704,75.35570710147039,113.48077476082369,69.95197852756156,118.88450333473251
2025-04-22,94.51071780771414,74.60055057383632,114.42088504159197,68.95654015243508,120.0648954629932
2025-04-23,94.60140632235066,73.8782472351266,115.32456540957472,68.00377493769486,121.19903770700645
2025-04-24,94.69035258158456,73.18491406413477,116.19579109903435,67.0886860574326,122.29201910573653
