ds,y
2024-01-01,41.892420426946586
2024-01-02,43.37962739240705
2024-01-03,42.394859592635
2024-01-04,43.84141527773389
2024-01-05,42.90568262199035
2024-01-06,43.58817741391117
2024-01-07,43.112568183012634
2024-01-08,44.36740656275077
2024-01-09,45.1954639725752
2024-01-10,44.21084064733351
2024-01-11,44.152995926410796
2024-01-12,43.481237433367454
2024-01-13,44.01808999616475
2024-01-14,42.93036472244685
2024-01-15,43.227157172773474
2024-01-16,43.805694520484316
2024-01-17,44.3178544916906
2024-01-18,45.08324853759636
2024-01-19,42.41163045657011
2024-01-20,43.52456733806147
2024-01-21,42.389490810530184
2024-01-22,42.709621219977926
2024-01-23,43.72344396668059
2024-01-24,44.07514169391148
2024-01-25,44.72332292553954
2024-01-26,44.973984657718574
2024-01-27,44.89025266015718
2024-01-28,45.38798513207823
2024-01-29,47.510336954506286
2024-01-30,47.42268753020287
2024-01-31,47.73442682915405
2024-02-01,48.65768304487827
2024-02-02,49.665297004812274
2024-02-03,49.64139982934543
2024-02-04,49.40343595441552
2024-02-05,51.002004251718226
2024-02-06,51.45584449141599
2024-02-07,50.822348985325554
2024-02-08,51.196197892310664
2024-02-09,51.329986349346136
2024-02-10,51.10113243880999
2024-02-11,50.49018331614479
2024-02-12,50.129087335372596
2024-02-13,49.624176924303214
2024-02-14,47.94503838014118
2024-02-15,48.56324209455971
2024-02-16,46.39612789789106
2024-02-17,45.982314108719834
2024-02-18,46.57502662076831
2024-02-19,45.961176205051935
2024-02-20,46.31576701896949
2024-02-21,44.93680215666588
2024-02-22,44.12852824133239
2024-02-23,44.53681564535022
2024-02-24,44.51565887855191
2024-02-25,44.21580183743104
2024-02-26,44.656210806239194
2024-02-27,43.30680846157397
2024-02-28,43.50735058400142
2024-02-29,42.283392966187854
2024-03-01,43.027179872851924
2024-03-02,42.48081306901429
2024-03-03,41.75789809875439
2024-03-04,41.965527926534264
2024-03-05,41.89828546376313
2024-03-06,41.78715584946429
2024-03-07,43.21995845648597
2024-03-08,41.97028906310748
2024-03-09,41.982273468844895
2024-03-10,40.85087998029604
2024-03-11,41.90776916114119
2024-03-12,42.60758888360486
2024-03-13,42.606757290675475
2024-03-14,44.37890402933576
2024-03-15,43.642676025420315
2024-03-16,45.019267179820375
2024-03-17,44.5234492149284
2024-03-18,45.26468150020203
2024-03-19,46.40266563748268
2024-03-20,47.65455145200092
2024-03-21,49.984269415858776
2024-03-22,48.211225334075536
2024-03-23,49.396326260189596
2024-03-24,51.274066334529046
2024-03-25,52.403623909297174
2024-03-26,53.48812060663468
2024-03-27,53.81277798454288
2024-03-28,53.54925961331107
2024-03-29,54.725853771373465
2024-03-30,54.785811555969545
2024-03-31,54.106199289755324
2024-04-01,54.4294820605483
2024-04-02,53.5975739680954
2024-04-03,52.5468884551005
2024-04-04,52.854738577561
2024-04-05,51.775698244860756
2024-04-06,50.95059606269253
2024-04-07,51.16611401584176
2024-04-08,47.55400454643028
2024-04-09,47.37641504090365
2024-04-10,46.617001623016314
2024-04-11,46.267811237002235
2024-04-12,45.42736843155518
2024-04-13,43.656811505688246
2024-04-14,43.163904815651684
2024-04-15,42.59615881409719
2024-04-16,45.04879138330506
2024-04-17,44.77096940613399
2024-04-18,43.4498009140774
2024-04-19,43.753417692498395
2024-04-20,43.508360221393545
2024-04-21,43.309347473803086
2024-04-22,44.914441074707504
2024-04-23,44.65905985841192
2024-04-24,45.6603590471625
2024-04-25,44.95350124248546
2024-04-26,45.87687071545045
2024-04-27,46.82511870615118
2024-04-28,47.25469005804303
2024-04-29,47.52742145895175
2024-04-30,46.50154821254533
2024-05-01,48.16426804243282
2024-05-02,47.09228429790491
2024-05-03,48.12666012878271
2024-05-04,47.65218825943426
2024-05-05,46.61838567289648
2024-05-06,47.23197288386528
2024-05-07,47.534146877558754
2024-05-08,47.49185466249738
2024-05-09,46.7145864779773
2024-05-10,47.60988076982528
2024-05-11,46.94957949008376
2024-05-12,45.76263949993937
2024-05-13,46.1658486831139
2024-05-14,47.50358735280797
2024-05-15,48.126677734273194
2024-05-16,46.50544463058272
2024-05-17,47.33056394371687
2024-05-18,49.632571660298595
2024-05-19,48.46209944720515
2024-05-20,48.87786950817316
2024-05-21,50.0495815607301
2024-05-22,51.24974321765726
2024-05-23,51.42225592036965
2024-05-24,51.54234339023304
2024-05-25,51.98742665967853
2024-05-26,52.372336016634954
2024-05-27,52.60891272872601
2024-05-28,55.10945683384909
2024-05-29,53.93491671422788
2024-05-30,54.48131232311361
2024-05-31,53.56544214485941
2024-06-01,53.73280846547264
2024-06-02,53.22247547644787
2024-06-03,51.62574913896659
2024-06-04,52.17703710920864
2024-06-05,51.434017049920925
2024-06-06,50.58868841989814
2024-06-07,50.69518091335997
2024-06-08,51.74002033413289
2024-06-09,49.98208236136645
2024-06-10,50.04685024282298
2024-06-11,49.060439660639624
2024-06-12,49.22710907809502
2024-06-13,47.90566771906277
2024-06-14,48.71524573124507
2024-06-15,48.63200764589415
2024-06-16,47.46003589555729
2024-06-17,47.97348983604705
2024-06-18,47.68125006900559
2024-06-19,46.59738270900039
2024-06-20,45.89655081703672
2024-06-21,45.5664201835028
2024-06-22,46.189877455455346
2024-06-23,46.12163913972658
2024-06-24,45.13815608995941
2024-06-25,45.55487792830918
2024-06-26,45.82731310861103
